"Trolling monkeys", 1994, "Banana Music vol.1", "Banana Music vol.2"
"London Elektricity", 1999, "Pulll the Plug", "In The Waiting Room", "Billion Dollar Gravy", "Medical History", "Syncopated City", "Yikes!"
"Noisia", 2003, "Monster", "Block Control", "Lekker", "Collision", "Machine Gun", "Split the Atom", "Imperial", "Purpose"
"DBridge", 1994, "The Gemini Principle", "Mosaic vol.1", "Mosaic vol.2"
